unicode,gb2312,Chinese,stroke number
0x55EF,0xE0C5,嗯,13
0x55E5,0xE0C6,嗥,13
0x55F2,0xE0C7,嗲,13
0x55F3,0xE0C8,嗳,13
0x55CC,0xE0C9,嗌,13
0x55CD,0xE0CA,嗍,13
0x55E8,0xE0CB,嗨,13
0x55F5,0xE0CC,嗵,13
0x55E4,0xE0CD,嗤,13
0x8F94,0xE0CE,辔,13
0x561E,0xE0CF,嘞,14
0x5608,0xE0D0,嘈,14
0x560C,0xE0D1,嘌,14
0x5601,0xE0D2,嘁,14
0x5624,0xE0D3,嘤,14
0x5623,0xE0D4,嘣,14
0x55FE,0xE0D5,嗾,14
0x5600,0xE0D6,嘀,14
0x5627,0xE0D7,嘧,14
0x562D,0xE0D8,嘭,15
0x5658,0xE0D9,噘,15
0x5639,0xE0DA,嘹,15
0x5657,0xE0DB,噗,15
0x562C,0xE0DC,嘬,15
0x564D,0xE0DD,噍,15
0x5662,0xE0DE,噢,15
0x5659,0xE0DF,噙,15
0x565C,0xE0E0,噜,15
0x564C,0xE0E1,噌,15
0x5654,0xE0E2,噔,15
0x5686,0xE0E3,嚆,16
0x5664,0xE0E4,噤,16
0x5671,0xE0E5,噱,16
0x566B,0xE0E6,噫,16
0x567B,0xE0E7,噻,16
0x567C,0xE0E8,噼,16
0x5685,0xE0E9,嚅,17
0x5693,0xE0EA,嚓,17
0x56AF,0xE0EB,嚯,19
0x56D4,0xE0EC,囔,25
0x56D7,0xE0ED,囗,3
0x56DD,0xE0EE,囝,6
0x56E1,0xE0EF,囡,6
0x56F5,0xE0F0,囵,7
0x56EB,0xE0F1,囫,7
0x56F9,0xE0F2,囹,8
0x56FF,0xE0F3,囿,9
0x5704,0xE0F4,圄,10
0x570A,0xE0F5,圊,11
0x5709,0xE0F6,圉,11
0x571C,0xE0F7,圜,16
0x5E0F,0xE0F8,帏,7
0x5E19,0xE0F9,帙,8
0x5E14,0xE0FA,帔,8
0x5E11,0xE0FB,帑,8
0x5E31,0xE0FC,帱,10
0x5E3B,0xE0FD,帻,11
0x5E3C,0xE0FE,帼,11
0x5E37,0xE1A1,帷,11
0x5E44,0xE1A2,幄,12
0x5E54,0xE1A3,幔,14
0x5E5B,0xE1A4,幛,14
0x5E5E,0xE1A5,幞,15
0x5E61,0xE1A6,幡,15
0x5C8C,0xE1A7,岌,6
0x5C7A,0xE1A8,屺,6
0x5C8D,0xE1A9,岍,7
0x5C90,0xE1AA,岐,7
0x5C96,0xE1AB,岖,7
0x5C88,0xE1AC,岈,7
0x5C98,0xE1AD,岘,7
0x5C99,0xE1AE,岙,7
0x5C91,0xE1AF,岑,7
0x5C9A,0xE1B0,岚,7
0x5C9C,0xE1B1,岜,7
0x5CB5,0xE1B2,岵,8
0x5CA2,0xE1B3,岢,8
0x5CBD,0xE1B4,岽,8
0x5CAC,0xE1B5,岬,8
0x5CAB,0xE1B6,岫,8
0x5CB1,0xE1B7,岱,8
0x5CA3,0xE1B8,岣,8
0x5CC1,0xE1B9,峁,8
0x5CB7,0xE1BA,岷,8
0x5CC4,0xE1BB,峄,8
0x5CD2,0xE1BC,峒,9
0x5CE4,0xE1BD,峤,9
0x5CCB,0xE1BE,峋,9
0x5CE5,0xE1BF,峥,9
0x5D02,0xE1C0,崂,10
0x5D03,0xE1C1,崃,10
0x5D27,0xE1C2,崧,11
0x5D26,0xE1C3,崦,11
0x5D2E,0xE1C4,崮,11
0x5D24,0xE1C5,崤,11
0x5D1E,0xE1C6,崞,11
0x5D06,0xE1C7,崆,11
0x5D1B,0xE1C8,崛,11
0x5D58,0xE1C9,嵘,12
0x5D3E,0xE1CA,崾,12
0x5D34,0xE1CB,崴,12
0x5D3D,0xE1CC,崽,12
0x5D6C,0xE1CD,嵬,12
0x5D5B,0xE1CE,嵛,12
0x5D6F,0xE1CF,嵯,12
0x5D5D,0xE1D0,嵝,12
0x5D6B,0xE1D1,嵫,12
0x5D4B,0xE1D2,嵋,12
0x5D4A,0xE1D3,嵊,13
0x5D69,0xE1D4,嵩,13
0x5D74,0xE1D5,嵴,13
0x5D82,0xE1D6,嶂,14
0x5D99,0xE1D7,嶙,15
0x5D9D,0xE1D8,嶝,15
0x8C73,0xE1D9,豳,17
0x5DB7,0xE1DA,嶷,17
0x5DC5,0xE1DB,巅,19
0x5F73,0xE1DC,彳,3
0x5F77,0xE1DD,彷,7
0x5F82,0xE1DE,徂,8
0x5F87,0xE1DF,徇,9
0x5F89,0xE1E0,徉,9
0x5F8C,0xE1E1,後,9
0x5F95,0xE1E2,徕,10
0x5F99,0xE1E3,徙,11
0x5F9C,0xE1E4,徜,11
0x5FA8,0xE1E5,徨,12
0x5FAD,0xE1E6,徭,13
0x5FB5,0xE1E7,徵,15
0x5FBC,0xE1E8,徼,16
0x8862,0xE1E9,衢,24
0x5F61,0xE1EA,彡,3
0x72AD,0xE1EB,犭,3
0x72B0,0xE1EC,犰,5
0x72B4,0xE1ED,犴,6
0x72B7,0xE1EE,犷,6
0x72B8,0xE1EF,犸,6
0x72C3,0xE1F0,狃,7
0x72C1,0xE1F1,狁,7
0x72CE,0xE1F2,狎,8
0x72CD,0xE1F3,狍,8
0x72D2,0xE1F4,狒,8
0x72E8,0xE1F5,狨,9
0x72EF,0xE1F6,狯,9
0x72E9,0xE1F7,狩,9
0x72F2,0xE1F8,狲,9
0x72F4,0xE1F9,狴,10
0x72F7,0xE1FA,狷,10
0x7301,0xE1FB,猁,10
0x72F3,0xE1FC,狳,10
0x7303,0xE1FD,猃,10
0x72FA,0xE1FE,狺,10
0x72FB,0xE2A1,狻,10
0x7317,0xE2A2,猗,11
0x7313,0xE2A3,猓,11
0x7321,0xE2A4,猡,11
0x730A,0xE2A5,猊,11
0x731E,0xE2A6,猞,11
0x731D,0xE2A7,猝,11
0x7315,0xE2A8,猕,11
0x7322,0xE2A9,猢,12
0x7339,0xE2AA,猹,12
0x7325,0xE2AB,猥,12
0x732C,0xE2AC,猬,12
0x7338,0xE2AD,猸,12
0x7331,0xE2AE,猱,12
0x7350,0xE2AF,獐,14
0x734D,0xE2B0,獍,14
0x7357,0xE2B1,獗,15
0x7360,0xE2B2,獠,15
0x736C,0xE2B3,獬,16
0x736F,0xE2B4,獯,17
0x737E,0xE2B5,獾,20
0x821B,0xE2B6,舛,6
0x5925,0xE2B7,夥,14
0x98E7,0xE2B8,飧,12
0x5924,0xE2B9,夤,14
0x5902,0xE2BA,夂,3
0x9963,0xE2BB,饣,3
0x9967,0xE2BC,饧,6
0x9968,0xE2BD,饨,7
0x9969,0xE2BE,饩,7
0x996A,0xE2BF,饪,7
0x996B,0xE2C0,饫,7
0x996C,0xE2C1,饬,7
0x9974,0xE2C2,饴,8
0x9977,0xE2C3,饷,9
0x997D,0xE2C4,饽,10
0x9980,0xE2C5,馀,10
0x9984,0xE2C6,馄,11
0x9987,0xE2C7,馇,12
0x998A,0xE2C8,馊,12
0x998D,0xE2C9,馍,13
0x9990,0xE2CA,馐,13
0x9991,0xE2CB,馑,14
0x9993,0xE2CC,馓,15
0x9994,0xE2CD,馔,15
0x9995,0xE2CE,馕,25
0x5E80,0xE2CF,庀,5
0x5E91,0xE2D0,庑,7
0x5E8B,0xE2D1,庋,7
0x5E96,0xE2D2,庖,8
0x5EA5,0xE2D3,庥,9
0x5EA0,0xE2D4,庠,9
0x5EB9,0xE2D5,庹,11
0x5EB5,0xE2D6,庵,11
0x5EBE,0xE2D7,庾,11
0x5EB3,0xE2D8,庳,11
0x8D53,0xE2D9,赓,12
0x5ED2,0xE2DA,廒,13
0x5ED1,0xE2DB,廑,14
0x5EDB,0xE2DC,廛,15
0x5EE8,0xE2DD,廨,16
0x5EEA,0xE2DE,廪,16
0x81BA,0xE2DF,膺,17
0x5FC4,0xE2E0,忄,3
0x5FC9,0xE2E1,忉,5
0x5FD6,0xE2E2,忖,6
0x5FCF,0xE2E3,忏,6
0x6003,0xE2E4,怃,7
0x5FEE,0xE2E5,忮,7
0x6004,0xE2E6,怄,7
0x5FE1,0xE2E7,忡,7
0x5FE4,0xE2E8,忤,7
0x5FFE,0xE2E9,忾,7
0x6005,0xE2EA,怅,7
0x6006,0xE2EB,怆,7
0x5FEA,0xE2EC,忪,7
0x5FED,0xE2ED,忭,7
0x5FF8,0xE2EE,忸,7
0x6019,0xE2EF,怙,8
0x6035,0xE2F0,怵,8
0x6026,0xE2F1,怦,8
0x601B,0xE2F2,怛,8
0x600F,0xE2F3,怏,8
0x600D,0xE2F4,怍,8
0x6029,0xE2F5,怩,8
0x602B,0xE2F6,怫,8
0x600A,0xE2F7,怊,8
0x603F,0xE2F8,怿,8
0x6021,0xE2F9,怡,8
0x6078,0xE2FA,恸,9
0x6079,0xE2FB,恹,9
0x607B,0xE2FC,恻,9
0x607A,0xE2FD,恺,9
0x6042,0xE2FE,恂,9
0x606A,0xE3A1,恪,9
0x607D,0xE3A2,恽,9
0x6096,0xE3A3,悖,10
0x609A,0xE3A4,悚,10
0x60AD,0xE3A5,悭,10
0x609D,0xE3A6,悝,10
0x6083,0xE3A7,悃,10
0x6092,0xE3A8,悒,10
0x608C,0xE3A9,悌,10
0x609B,0xE3AA,悛,10
0x60EC,0xE3AB,惬,11
0x60BB,0xE3AC,悻,11
0x60B1,0xE3AD,悱,11
0x60DD,0xE3AE,惝,11
0x60D8,0xE3AF,惘,11
0x60C6,0xE3B0,惆,11
0x60DA,0xE3B1,惚,11
0x60B4,0xE3B2,悴,11
0x6120,0xE3B3,愠,12
0x6126,0xE3B4,愦,12
0x6115,0xE3B5,愕,12
0x6123,0xE3B6,愣,12
0x60F4,0xE3B7,惴,12
0x6100,0xE3B8,愀,12
0x610E,0xE3B9,愎,12
0x612B,0xE3BA,愫,13
0x614A,0xE3BB,慊,13
0x6175,0xE3BC,慵,14
0x61AC,0xE3BD,憬,15
0x6194,0xE3BE,憔,15
0x61A7,0xE3BF,憧,15
0x61B7,0xE3C0,憷,16
0x61D4,0xE3C1,懔,16
0x61F5,0xE3C2,懵,18
0x5FDD,0xE3C3,忝,8
0x96B3,0xE3C4,隳,17
0x95E9,0xE3C5,闩,4
0x95EB,0xE3C6,闫,6
0x95F1,0xE3C7,闱,7
0x95F3,0xE3C8,闳,7
0x95F5,0xE3C9,闵,7
0x95F6,0xE3CA,闶,7
0x95FC,0xE3CB,闼,9
0x95FE,0xE3CC,闾,9
0x9603,0xE3CD,阃,10
0x9604,0xE3CE,阄,10
0x9606,0xE3CF,阆,10
0x9608,0xE3D0,阈,11
0x960A,0xE3D1,阊,11
0x960B,0xE3D2,阋,11
0x960C,0xE3D3,阌,11
0x960D,0xE3D4,阍,11
0x960F,0xE3D5,阏,11
0x9612,0xE3D6,阒,12
0x9615,0xE3D7,阕,12
0x9616,0xE3D8,阖,13
0x9617,0xE3D9,阗,13
0x9619,0xE3DA,阙,13
0x961A,0xE3DB,阚,14
0x4E2C,0xE3DC,丬,3
0x723F,0xE3DD,爿,4
0x6215,0xE3DE,戕,8
0x6C35,0xE3DF,氵,3
0x6C54,0xE3E0,汔,6
0x6C5C,0xE3E1,汜,6
0x6C4A,0xE3E2,汊,6
0x6CA3,0xE3E3,沣,7
0x6C85,0xE3E4,沅,7
0x6C90,0xE3E5,沐,7
0x6C94,0xE3E6,沔,7
0x6C8C,0xE3E7,沌,7
0x6C68,0xE3E8,汨,7
0x6C69,0xE3E9,汩,7
0x6C74,0xE3EA,汴,7
0x6C76,0xE3EB,汶,7
0x6C86,0xE3EC,沆,7
0x6CA9,0xE3ED,沩,7
0x6CD0,0xE3EE,泐,7
0x6CD4,0xE3EF,泔,8
0x6CAD,0xE3F0,沭,8
0x6CF7,0xE3F1,泷,8
0x6CF8,0xE3F2,泸,8
0x6CF1,0xE3F3,泱,8
0x6CD7,0xE3F4,泗,8
0x6CB2,0xE3F5,沲,8
0x6CE0,0xE3F6,泠,8
0x6CD6,0xE3F7,泖,8
0x6CFA,0xE3F8,泺,8
0x6CEB,0xE3F9,泫,8
0x6CEE,0xE3FA,泮,8
0x6CB1,0xE3FB,沱,8
0x6CD3,0xE3FC,泓,8
0x6CEF,0xE3FD,泯,8
0x6CFE,0xE3FE,泾,8
0x6D39,0xE4A1,洹,9
0x6D27,0xE4A2,洧,9
0x6D0C,0xE4A3,洌,9
0x6D43,0xE4A4,浃,9
0x6D48,0xE4A5,浈,9
0x6D07,0xE4A6,洇,9
0x6D04,0xE4A7,洄,9
0x6D19,0xE4A8,洙,9
0x6D0E,0xE4A9,洎,9
0x6D2B,0xE4AA,洫,9
0x6D4D,0xE4AB,浍,9
0x6D2E,0xE4AC,洮,9
0x6D35,0xE4AD,洵,9
0x6D1A,0xE4AE,洚,9
0x6D4F,0xE4AF,浏,9
0x6D52,0xE4B0,浒,9
0x6D54,0xE4B1,浔,9
0x6D33,0xE4B2,洳,9
0x6D91,0xE4B3,涑,10
0x6D6F,0xE4B4,浯,10
0x6D9E,0xE4B5,涞,10
0x6DA0,0xE4B6,涠,10
0x6D5E,0xE4B7,浞,10
0x6D93,0xE4B8,涓,10
0x6D94,0xE4B9,涔,10
0x6D5C,0xE4BA,浜,10
0x6D60,0xE4BB,浠,10
0x6D7C,0xE4BC,浼,10
0x6D63,0xE4BD,浣,10
0x6E1A,0xE4BE,渚,11
0x6DC7,0xE4BF,淇,11
0x6DC5,0xE4C0,淅,11
0x6DDE,0xE4C1,淞,11
0x6E0E,0xE4C2,渎,11
0x6DBF,0xE4C3,涿,11
0x6DE0,0xE4C4,淠,11
0x6E11,0xE4C5,渑,11
0x6DE6,0xE4C6,淦,11
0x6DDD,0xE4C7,淝,11
0x6DD9,0xE4C8,淙,11
0x6E16,0xE4C9,渖,11
0x6DAB,0xE4CA,涫,11
0x6E0C,0xE4CB,渌,11
0x6DAE,0xE4CC,涮,11
0x6E2B,0xE4CD,渫,12
0x6E6E,0xE4CE,湮,12
0x6E4E,0xE4CF,湎,12
0x6E6B,0xE4D0,湫,12
0x6EB2,0xE4D1,溲,12
0x6E5F,0xE4D2,湟,12
0x6E86,0xE4D3,溆,12
0x6E53,0xE4D4,湓,12
0x6E54,0xE4D5,湔,12
0x6E32,0xE4D6,渲,12
0x6E25,0xE4D7,渥,12
0x6E44,0xE4D8,湄,12
0x6EDF,0xE4D9,滟,13
0x6EB1,0xE4DA,溱,13
0x6E98,0xE4DB,溘,13
0x6EE0,0xE4DC,滠,13
0x6F2D,0xE4DD,漭,13
0x6EE2,0xE4DE,滢,13
0x6EA5,0xE4DF,溥,13
0x6EA7,0xE4E0,溧,13
0x6EBD,0xE4E1,溽,13
0x6EBB,0xE4E2,溻,13
0x6EB7,0xE4E3,溷,13
0x6ED7,0xE4E4,滗,13
0x6EB4,0xE4E5,溴,13
0x6ECF,0xE4E6,滏,13
0x6E8F,0xE4E7,溏,13
0x6EC2,0xE4E8,滂,13
0x6E9F,0xE4E9,溟,13
0x6F62,0xE4EA,潢,14
0x6F46,0xE4EB,潆,14
0x6F47,0xE4EC,潇,14
0x6F24,0xE4ED,漤,14
0x6F15,0xE4EE,漕,14
0x6EF9,0xE4EF,滹,14
0x6F2F,0xE4F0,漯,14
0x6F36,0xE4F1,漶,14
0x6F4B,0xE4F2,潋,14
0x6F74,0xE4F3,潴,14
0x6F2A,0xE4F4,漪,14
0x6F09,0xE4F5,漉,14
0x6F29,0xE4F6,漩,14
0x6F89,0xE4F7,澉,14
0x6F8D,0xE4F8,澍,15
0x6F8C,0xE4F9,澌,15
0x6F78,0xE4FA,潸,15
0x6F72,0xE4FB,潲,15
0x6F7C,0xE4FC,潼,15
0x6F7A,0xE4FD,潺,15
0x6FD1,0xE4FE,濑,16
0x6FC9,0xE5A1,濉,16
0x6FA7,0xE5A2,澧,16
0x6FB9,0xE5A3,澹,16
0x6FB6,0xE5A4,澶,16
0x6FC2,0xE5A5,濂,16
0x6FE1,0xE5A6,濡,17
0x6FEE,0xE5A7,濮,17
0x6FDE,0xE5A8,濞,17
0x6FE0,0xE5A9,濠,17
0x6FEF,0xE5AA,濯,17
0x701A,0xE5AB,瀚,19
0x7023,0xE5AC,瀣,19
0x701B,0xE5AD,瀛,19
0x7039,0xE5AE,瀹,20
0x7035,0xE5AF,瀵,20
0x704F,0xE5B0,灏,21
0x705E,0xE5B1,灞,24
0x5B80,0xE5B2,宀,3
0x5B84,0xE5B3,宄,5
0x5B95,0xE5B4,宕,8
0x5B93,0xE5B5,宓,8
0x5BA5,0xE5B6,宥,9
0x5BB8,0xE5B7,宸,10
0x752F,0xE5B8,甯,12
0x9A9E,0xE5B9,骞,13
0x6434,0xE5BA,搴,14
0x5BE4,0xE5BB,寤,14
0x5BEE,0xE5BC,寮,15
0x8930,0xE5BD,褰,16
0x5BF0,0xE5BE,寰,16
0x8E47,0xE5BF,蹇,17
0x8B07,0xE5C0,謇,17
0x8FB6,0xE5C1,辶,3
0x8FD3,0xE5C2,迓,7
0x8FD5,0xE5C3,迕,7
0x8FE5,0xE5C4,迥,8
0x8FEE,0xE5C5,迮,8
0x8FE4,0xE5C6,迤,8
0x8FE9,0xE5C7,迩,8
0x8FE6,0xE5C8,迦,8
0x8FF3,0xE5C9,迳,8
0x8FE8,0xE5CA,迨,8
0x9005,0xE5CB,逅,9
0x9004,0xE5CC,逄,9
0x900B,0xE5CD,逋,10
0x9026,0xE5CE,逦,10
0x9011,0xE5CF,逑,10
0x900D,0xE5D0,逍,10
0x9016,0xE5D1,逖,10
0x9021,0xE5D2,逡,10
0x9035,0xE5D3,逵,11
0x9036,0xE5D4,逶,11
0x902D,0xE5D5,逭,11
0x902F,0xE5D6,逯,11
0x9044,0xE5D7,遄,12
0x9051,0xE5D8,遑,12
0x9052,0xE5D9,遒,12
0x9050,0xE5DA,遐,12
0x9068,0xE5DB,遨,13
0x9058,0xE5DC,遘,13
0x9062,0xE5DD,遢,13
0x905B,0xE5DE,遛,13
0x66B9,0xE5DF,暹,15
0x9074,0xE5E0,遴,15
0x907D,0xE5E1,遽,16
0x9082,0xE5E2,邂,16
0x9088,0xE5E3,邈,17
0x9083,0xE5E4,邃,17
0x908B,0xE5E5,邋,18
0x5F50,0xE5E6,彐,3
0x5F57,0xE5E7,彗,11
0x5F56,0xE5E8,彖,9
0x5F58,0xE5E9,彘,12
0x5C3B,0xE5EA,尻,5
0x54AB,0xE5EB,咫,9
0x5C50,0xE5EC,屐,10
0x5C59,0xE5ED,屙,10
0x5B71,0xE5EE,孱,12
0x5C63,0xE5EF,屣,14
0x5C66,0xE5F0,屦,15
0x7FBC,0xE5F1,羼,21
0x5F2A,0xE5F2,弪,8
0x5F29,0xE5F3,弩,8
0x5F2D,0xE5F4,弭,9
0x8274,0xE5F5,艴,11
0x5F3C,0xE5F6,弼,12
0x9B3B,0xE5F7,鬻,22
0x5C6E,0xE5F8,屮,3
0x5981,0xE5F9,妁,6
0x5983,0xE5FA,妃,6
0x598D,0xE5FB,妍,7
0x59A9,0xE5FC,妩,7
0x59AA,0xE5FD,妪,7
0x59A3,0xE5FE,妣,7
0x5997,0xE6A1,妗,7
0x59CA,0xE6A2,姊,7
0x59AB,0xE6A3,妫,7
0x599E,0xE6A4,妞,7
0x59A4,0xE6A5,妤,7
0x59D2,0xE6A6,姒,7
0x59B2,0xE6A7,妲,8
0x59AF,0xE6A8,妯,8
0x59D7,0xE6A9,姗,8
0x59BE,0xE6AA,妾,8
0x5A05,0xE6AB,娅,9
0x5A06,0xE6AC,娆,9
0x59DD,0xE6AD,姝,9
0x5A08,0xE6AE,娈,9
0x59E3,0xE6AF,姣,9
0x59D8,0xE6B0,姘,9
0x59F9,0xE6B1,姹,9
0x5A0C,0xE6B2,娌,10
0x5A09,0xE6B3,娉,10
0x5A32,0xE6B4,娲,10
0x5A34,0xE6B5,娴,10
0x5A11,0xE6B6,娑,10
0x5A23,0xE6B7,娣,10
0x5A13,0xE6B8,娓,10
0x5A40,0xE6B9,婀,10
0x5A67,0xE6BA,婧,11
0x5A4A,0xE6BB,婊,11
0x5A55,0xE6BC,婕,11
0x5A3C,0xE6BD,娼,11
0x5A62,0xE6BE,婢,11
0x5A75,0xE6BF,婵,11
0x80EC,0xE6C0,胬,11
0x5AAA,0xE6C1,媪,12
0x5A9B,0xE6C2,媛,12
0x5A77,0xE6C3,婷,12
0x5A7A,0xE6C4,婺,12
0x5ABE,0xE6C5,媾,13
0x5AEB,0xE6C6,嫫,13
0x5AB2,0xE6C7,媲,13
0x5AD2,0xE6C8,嫒,13
0x5AD4,0xE6C9,嫔,13
0x5AB8,0xE6CA,媸,13
0x5AE0,0xE6CB,嫠,14
0x5AE3,0xE6CC,嫣,14
0x5AF1,0xE6CD,嫱,14
0x5AD6,0xE6CE,嫖,14
0x5AE6,0xE6CF,嫦,14
0x5AD8,0xE6D0,嫘,14
0x5ADC,0xE6D1,嫜,14
0x5B09,0xE6D2,嬉,15
0x5B17,0xE6D3,嬗,16
0x5B16,0xE6D4,嬖,16
0x5B32,0xE6D5,嬲,17
0x5B37,0xE6D6,嬷,17
0x5B40,0xE6D7,孀,20
0x5C15,0xE6D8,尕,5
0x5C1C,0xE6D9,尜,9
0x5B5A,0xE6DA,孚,7
0x5B65,0xE6DB,孥,8
0x5B73,0xE6DC,孳,12
0x5B51,0xE6DD,孑,3
0x5B53,0xE6DE,孓,3
0x5B62,0xE6DF,孢,8
0x9A75,0xE6E0,驵,8
0x9A77,0xE6E1,驷,8
0x9A78,0xE6E2,驸,8
0x9A7A,0xE6E3,驺,8
0x9A7F,0xE6E4,驿,8
0x9A7D,0xE6E5,驽,8
0x9A80,0xE6E6,骀,8
0x9A81,0xE6E7,骁,9
0x9A85,0xE6E8,骅,9
0x9A88,0xE6E9,骈,9
0x9A8A,0xE6EA,骊,10
0x9A90,0xE6EB,骐,11
0x9A92,0xE6EC,骒,11
0x9A93,0xE6ED,骓,11
0x9A96,0xE6EE,骖,11
0x9A98,0xE6EF,骘,12
0x9A9B,0xE6F0,骛,12
0x9A9C,0xE6F1,骜,13
0x9A9D,0xE6F2,骝,13
0x9A9F,0xE6F3,骟,13
0x9AA0,0xE6F4,骠,14
0x9AA2,0xE6F5,骢,14
0x9AA3,0xE6F6,骣,15
0x9AA5,0xE6F7,骥,19
0x9AA7,0xE6F8,骧,20
0x7E9F,0xE6F9,纟,3
0x7EA1,0xE6FA,纡,6
0x7EA3,0xE6FB,纣,6
0x7EA5,0xE6FC,纥,6
0x7EA8,0xE6FD,纨,6
0x7EA9,0xE6FE,纩,6
0x7EAD,0xE7A1,纭,7
0x7EB0,0xE7A2,纰,7
0x7EBE,0xE7A3,纾,7
0x7EC0,0xE7A4,绀,8
0x7EC1,0xE7A5,绁,8
0x7EC2,0xE7A6,绂,8
0x7EC9,0xE7A7,绉,8
0x7ECB,0xE7A8,绋,8
0x7ECC,0xE7A9,绌,8
0x7ED0,0xE7AA,绐,8
0x7ED4,0xE7AB,绔,9
0x7ED7,0xE7AC,绗,9
0x7EDB,0xE7AD,绛,9
0x7EE0,0xE7AE,绠,10
0x7EE1,0xE7AF,绡,10
0x7EE8,0xE7B0,绨,10
0x7EEB,0xE7B1,绫,11
0x7EEE,0xE7B2,绮,11
0x7EEF,0xE7B3,绯,11
0x7EF1,0xE7B4,绱,11
0x7EF2,0xE7B5,绲,11
0x7F0D,0xE7B6,缍,11
0x7EF6,0xE7B7,绶,11
0x7EFA,0xE7B8,绺,11
0x7EFB,0xE7B9,绻,11
0x7EFE,0xE7BA,绾,11
0x7F01,0xE7BB,缁,11
0x7F02,0xE7BC,缂,12
0x7F03,0xE7BD,缃,12
0x7F07,0xE7BE,缇,12
0x7F08,0xE7BF,缈,12
0x7F0B,0xE7C0,缋,12
0x7F0C,0xE7C1,缌,12
0x7F0F,0xE7C2,缏,12
0x7F11,0xE7C3,缑,12
0x7F12,0xE7C4,缒,12
0x7F17,0xE7C5,缗,12
0x7F19,0xE7C6,缙,13
0x7F1C,0xE7C7,缜,13
0x7F1B,0xE7C8,缛,13
0x7F1F,0xE7C9,缟,13
0x7F21,0xE7CA,缡,13
0x7F22,0xE7CB,缢,13
0x7F23,0xE7CC,缣,13
0x7F24,0xE7CD,缤,13
0x7F25,0xE7CE,缥,14
0x7F26,0xE7CF,缦,14
0x7F27,0xE7D0,缧,14
0x7F2A,0xE7D1,缪,14
0x7F2B,0xE7D2,缫,14
0x7F2C,0xE7D3,缬,15
0x7F2D,0xE7D4,缭,15
0x7F2F,0xE7D5,缯,15
0x7F30,0xE7D6,缰,16
0x7F31,0xE7D7,缱,16
0x7F32,0xE7D8,缲,16
0x7F33,0xE7D9,缳,16
0x7F35,0xE7DA,缵,19
0x5E7A,0xE7DB,幺,3
0x757F,0xE7DC,畿,15
0x5DDB,0xE7DD,巛,3
0x753E,0xE7DE,甾,8
0x9095,0xE7DF,邕,10
0x738E,0xE7E0,玎,6
0x7391,0xE7E1,玑,6
0x73AE,0xE7E2,玮,8
0x73A2,0xE7E3,玢,8
0x739F,0xE7E4,玟,8
0x73CF,0xE7E5,珏,9
0x73C2,0xE7E6,珂,9
0x73D1,0xE7E7,珑,9
0x73B7,0xE7E8,玷,9
0x73B3,0xE7E9,玳,9
0x73C0,0xE7EA,珀,9
0x73C9,0xE7EB,珉,9
0x73C8,0xE7EC,珈,9
0x73E5,0xE7ED,珥,10
0x73D9,0xE7EE,珙,10
0x987C,0xE7EF,顼,10
0x740A,0xE7F0,琊,10
0x73E9,0xE7F1,珩,10
0x73E7,0xE7F2,珧,10
0x73DE,0xE7F3,珞,10
0x73BA,0xE7F4,玺,10
0x73F2,0xE7F5,珲,10
0x740F,0xE7F6,琏,11
0x742A,0xE7F7,琪,12
0x745B,0xE7F8,瑛,12
0x7426,0xE7F9,琦,12
0x7425,0xE7FA,琥,12
0x7428,0xE7FB,琨,12
0x7430,0xE7FC,琰,12
0x742E,0xE7FD,琮,12
0x742C,0xE7FE,琬,12
0x741B,0xE8A1,琛,12
0x741A,0xE8A2,琚,12
0x7441,0xE8A3,瑁,13
0x745C,0xE8A4,瑜,13
0x7457,0xE8A5,瑗,13
0x7455,0xE8A6,瑕,13
0x7459,0xE8A7,瑙,13
0x7477,0xE8A8,瑷,14
0x746D,0xE8A9,瑭,14
0x747E,0xE8AA,瑾,15
0x749C,0xE8AB,璜,15
0x748E,0xE8AC,璎,15
0x7480,0xE8AD,璀,15
0x7481,0xE8AE,璁,15
0x7487,0xE8AF,璇,15
0x748B,0xE8B0,璋,15
0x749E,0xE8B1,璞,16
0x74A8,0xE8B2,璨,17
0x74A9,0xE8B3,璩,17
0x7490,0xE8B4,璐,17
0x74A7,0xE8B5,璧,18
0x74D2,0xE8B6,瓒,20
0x74BA,0xE8B7,璺,20
0x97EA,0xE8B8,韪,13
0x97EB,0xE8B9,韫,13
0x97EC,0xE8BA,韬,14
0x674C,0xE8BB,杌,7
0x6753,0xE8BC,杓,7
0x675E,0xE8BD,杞,7
0x6748,0xE8BE,杈,7
0x6769,0xE8BF,杩,7
0x67A5,0xE8C0,枥,8
0x6787,0xE8C1,枇,8
0x676A,0xE8C2,杪,8
0x6773,0xE8C3,杳,8
0x6798,0xE8C4,枘,8
0x67A7,0xE8C5,枧,8
0x6775,0xE8C6,杵,8
0x67A8,0xE8C7,枨,8
0x679E,0xE8C8,枞,8
0x67AD,0xE8C9,枭,8
0x678B,0xE8CA,枋,8
0x6777,0xE8CB,杷,8
0x677C,0xE8CC,杼,8
0x67F0,0xE8CD,柰,9
0x6809,0xE8CE,栉,9
0x67D8,0xE8CF,柘,9
0x680A,0xE8D0,栊,9
0x67E9,0xE8D1,柩,9
0x67B0,0xE8D2,枰,9
0x680C,0xE8D3,栌,9
0x67D9,0xE8D4,柙,9
0x67B5,0xE8D5,枵,9
0x67DA,0xE8D6,柚,9
0x67B3,0xE8D7,枳,9
