unicode,gb2312,Chinese,stroke number
0x51FC,0xDBCA,凼,6
0x9B2F,0xDBCB,鬯,10
0x53B6,0xDBCC,厶,2
0x5F01,0xDBCD,弁,5
0x755A,0xDBCE,畚,10
0x5DEF,0xDBCF,巯,12
0x574C,0xDBD0,坌,7
0x57A9,0xDBD1,垩,9
0x57A1,0xDBD2,垡,9
0x587E,0xDBD3,塾,14
0x58BC,0xDBD4,墼,16
0x58C5,0xDBD5,壅,16
0x58D1,0xDBD6,壑,17
0x5729,0xDBD7,圩,6
0x572C,0xDBD8,圬,6
0x572A,0xDBD9,圪,6
0x5733,0xDBDA,圳,6
0x5739,0xDBDB,圹,6
0x572E,0xDBDC,圮,6
0x572F,0xDBDD,圯,6
0x575C,0xDBDE,坜,7
0x573B,0xDBDF,圻,7
0x5742,0xDBE0,坂,7
0x5769,0xDBE1,坩,8
0x5785,0xDBE2,垅,8
0x576B,0xDBE3,坫,8
0x5786,0xDBE4,垆,8
0x577C,0xDBE5,坼,8
0x577B,0xDBE6,坻,8
0x5768,0xDBE7,坨,8
0x576D,0xDBE8,坭,8
0x5776,0xDBE9,坶,8
0x5773,0xDBEA,坳,8
0x57AD,0xDBEB,垭,9
0x57A4,0xDBEC,垤,9
0x578C,0xDBED,垌,9
0x57B2,0xDBEE,垲,9
0x57CF,0xDBEF,埏,9
0x57A7,0xDBF0,垧,9
0x57B4,0xDBF1,垴,9
0x5793,0xDBF2,垓,9
0x57A0,0xDBF3,垠,9
0x57D5,0xDBF4,埕,10
0x57D8,0xDBF5,埘,10
0x57DA,0xDBF6,埚,10
0x57D9,0xDBF7,埙,10
0x57D2,0xDBF8,埒,10
0x57B8,0xDBF9,垸,10
0x57F4,0xDBFA,埴,11
0x57EF,0xDBFB,埯,11
0x57F8,0xDBFC,埸,11
0x57E4,0xDBFD,埤,11
0x57DD,0xDBFE,埝,11
0x580B,0xDCA1,堋,11
0x580D,0xDCA2,堍,11
0x57FD,0xDCA3,埽,11
0x57ED,0xDCA4,埭,11
0x5800,0xDCA5,堀,11
0x581E,0xDCA6,堞,12
0x5819,0xDCA7,堙,12
0x5844,0xDCA8,塄,12
0x5820,0xDCA9,堠,12
0x5865,0xDCAA,塥,13
0x586C,0xDCAB,塬,13
0x5881,0xDCAC,墁,14
0x5889,0xDCAD,墉,14
0x589A,0xDCAE,墚,14
0x5880,0xDCAF,墀,15
0x99A8,0xDCB0,馨,20
0x9F19,0xDCB1,鼙,21
0x61FF,0xDCB2,懿,22
0x8279,0xDCB3,艹,3
0x827D,0xDCB4,艽,5
0x827F,0xDCB5,艿,5
0x828F,0xDCB6,芏,6
0x828A,0xDCB7,芊,6
0x82A8,0xDCB8,芨,6
0x8284,0xDCB9,芄,6
0x828E,0xDCBA,芎,6
0x8291,0xDCBB,芑,6
0x8297,0xDCBC,芗,6
0x8299,0xDCBD,芙,7
0x82AB,0xDCBE,芫,7
0x82B8,0xDCBF,芸,7
0x82BE,0xDCC0,芾,7
0x82B0,0xDCC1,芰,7
0x82C8,0xDCC2,苈,7
0x82CA,0xDCC3,苊,7
0x82E3,0xDCC4,苣,7
0x8298,0xDCC5,芘,7
0x82B7,0xDCC6,芷,7
0x82AE,0xDCC7,芮,7
0x82CB,0xDCC8,苋,7
0x82CC,0xDCC9,苌,7
0x82C1,0xDCCA,苁,7
0x82A9,0xDCCB,芩,7
0x82B4,0xDCCC,芴,7
0x82A1,0xDCCD,芡,7
0x82AA,0xDCCE,芪,7
0x829F,0xDCCF,芟,7
0x82C4,0xDCD0,苄,7
0x82CE,0xDCD1,苎,7
0x82A4,0xDCD2,芤,7
0x82E1,0xDCD3,苡,7
0x8309,0xDCD4,茉,8
0x82F7,0xDCD5,苷,8
0x82E4,0xDCD6,苤,8
0x830F,0xDCD7,茏,8
0x8307,0xDCD8,茇,8
0x82DC,0xDCD9,苜,8
0x82F4,0xDCDA,苴,8
0x82D2,0xDCDB,苒,8
0x82D8,0xDCDC,苘,8
0x830C,0xDCDD,茌,8
0x82FB,0xDCDE,苻,8
0x82D3,0xDCDF,苓,8
0x8311,0xDCE0,茑,8
0x831A,0xDCE1,茚,8
0x8306,0xDCE2,茆,8
0x8314,0xDCE3,茔,8
0x8315,0xDCE4,茕,8
0x82E0,0xDCE5,苠,8
0x82D5,0xDCE6,苕,8
0x831C,0xDCE7,茜,9
0x8351,0xDCE8,荑,9
0x835B,0xDCE9,荛,9
0x835C,0xDCEA,荜,9
0x8308,0xDCEB,茈,9
0x8392,0xDCEC,莒,9
0x833C,0xDCED,茼,9
0x8334,0xDCEE,茴,9
0x8331,0xDCEF,茱,9
0x839B,0xDCF0,莛,9
0x835E,0xDCF1,荞,9
0x832F,0xDCF2,茯,9
0x834F,0xDCF3,荏,9
0x8347,0xDCF4,荇,9
0x8343,0xDCF5,荃,9
0x835F,0xDCF6,荟,9
0x8340,0xDCF7,荀,9
0x8317,0xDCF8,茗,9
0x8360,0xDCF9,荠,9
0x832D,0xDCFA,茭,9
0x833A,0xDCFB,茺,9
0x8333,0xDCFC,茳,9
0x8366,0xDCFD,荦,9
0x8365,0xDCFE,荥,9
0x8368,0xDDA1,荨,9
0x831B,0xDDA2,茛,9
0x8369,0xDDA3,荩,9
0x836C,0xDDA4,荬,9
0x836A,0xDDA5,荪,9
0x836D,0xDDA6,荭,9
0x836E,0xDDA7,荮,9
0x83B0,0xDDA8,莰,10
0x8378,0xDDA9,荸,10
0x83B3,0xDDAA,莳,10
0x83B4,0xDDAB,莴,10
0x83A0,0xDDAC,莠,10
0x83AA,0xDDAD,莪,10
0x8393,0xDDAE,莓,10
0x839C,0xDDAF,莜,10
0x8385,0xDDB0,莅,10
0x837C,0xDDB1,荼,10
0x83B6,0xDDB2,莶,10
0x83A9,0xDDB3,莩,10
0x837D,0xDDB4,荽,10
0x83B8,0xDDB5,莸,10
0x837B,0xDDB6,荻,10
0x8398,0xDDB7,莘,10
0x839E,0xDDB8,莞,10
0x83A8,0xDDB9,莨,10
0x83BA,0xDDBA,莺,10
0x83BC,0xDDBB,莼,10
0x83C1,0xDDBC,菁,11
0x8401,0xDDBD,萁,11
0x83E5,0xDDBE,菥,11
0x83D8,0xDDBF,菘,11
0x5807,0xDDC0,堇,11
0x8418,0xDDC1,萘,11
0x840B,0xDDC2,萋,11
0x83DD,0xDDC3,菝,11
0x83FD,0xDDC4,菽,11
0x83D6,0xDDC5,菖,11
0x841C,0xDDC6,萜,11
0x8438,0xDDC7,萸,11
0x8411,0xDDC8,萑,11
0x8406,0xDDC9,萆,11
0x83D4,0xDDCA,菔,11
0x83DF,0xDDCB,菟,11
0x840F,0xDDCC,萏,11
0x8403,0xDDCD,萃,11
0x83F8,0xDDCE,菸,11
0x83F9,0xDDCF,菹,11
0x83EA,0xDDD0,菪,11
0x83C5,0xDDD1,菅,11
0x83C0,0xDDD2,菀,11
0x8426,0xDDD3,萦,11
0x83F0,0xDDD4,菰,11
0x83E1,0xDDD5,菡,11
0x845C,0xDDD6,葜,12
0x8451,0xDDD7,葑,12
0x845A,0xDDD8,葚,12
0x8459,0xDDD9,葙,12
0x8473,0xDDDA,葳,12
0x8487,0xDDDB,蒇,12
0x8488,0xDDDC,蒈,12
0x847A,0xDDDD,葺,12
0x8489,0xDDDE,蒉,12
0x8478,0xDDDF,葸,12
0x843C,0xDDE0,萼,12
0x8446,0xDDE1,葆,12
0x8469,0xDDE2,葩,12
0x8476,0xDDE3,葶,12
0x848C,0xDDE4,蒌,12
0x848E,0xDDE5,蒎,12
0x8431,0xDDE6,萱,12
0x846D,0xDDE7,葭,12
0x84C1,0xDDE8,蓁,13
0x84CD,0xDDE9,蓍,13
0x84D0,0xDDEA,蓐,13
0x84E6,0xDDEB,蓦,13
0x84BD,0xDDEC,蒽,13
0x84D3,0xDDED,蓓,13
0x84CA,0xDDEE,蓊,13
0x84BF,0xDDEF,蒿,13
0x84BA,0xDDF0,蒺,13
0x84E0,0xDDF1,蓠,13
0x84A1,0xDDF2,蒡,13
0x84B9,0xDDF3,蒹,13
0x84B4,0xDDF4,蒴,13
0x8497,0xDDF5,蒗,13
0x84E5,0xDDF6,蓥,13
0x84E3,0xDDF7,蓣,13
0x850C,0xDDF8,蔌,14
0x750D,0xDDF9,甍,14
0x8538,0xDDFA,蔸,14
0x84F0,0xDDFB,蓰,14
0x8539,0xDDFC,蔹,14
0x851F,0xDDFD,蔟,14
0x853A,0xDDFE,蔺,14
0x8556,0xDEA1,蕖,14
0x853B,0xDEA2,蔻,14
0x84FF,0xDEA3,蓿,14
0x84FC,0xDEA4,蓼,14
0x8559,0xDEA5,蕙,15
0x8548,0xDEA6,蕈,15
0x8568,0xDEA7,蕨,15
0x8564,0xDEA8,蕤,15
0x855E,0xDEA9,蕞,15
0x857A,0xDEAA,蕺,15
0x77A2,0xDEAB,瞢,15
0x8543,0xDEAC,蕃,15
0x8572,0xDEAD,蕲,15
0x857B,0xDEAE,蕻,16
0x85A4,0xDEAF,薤,16
0x85A8,0xDEB0,薨,16
0x8587,0xDEB1,薇,16
0x858F,0xDEB2,薏,16
0x8579,0xDEB3,蕹,16
0x85AE,0xDEB4,薮,16
0x859C,0xDEB5,薜,16
0x8585,0xDEB6,薅,16
0x85B9,0xDEB7,薹,17
0x85B7,0xDEB8,薷,17
0x85B0,0xDEB9,薰,17
0x85D3,0xDEBA,藓,17
0x85C1,0xDEBB,藁,17
0x85DC,0xDEBC,藜,18
0x85FF,0xDEBD,藿,19
0x8627,0xDEBE,蘧,19
0x8605,0xDEBF,蘅,19
0x8629,0xDEC0,蘩,20
0x8616,0xDEC1,蘖,20
0x863C,0xDEC2,蘼,22
0x5EFE,0xDEC3,廾,3
0x5F08,0xDEC4,弈,9
0x593C,0xDEC5,夼,6
0x5941,0xDEC6,奁,7
0x8037,0xDEC7,耷,9
0x5955,0xDEC8,奕,9
0x595A,0xDEC9,奚,10
0x5958,0xDECA,奘,10
0x530F,0xDECB,匏,11
0x5C22,0xDECC,尢,3
0x5C25,0xDECD,尥,5
0x5C2C,0xDECE,尬,5
0x5C34,0xDECF,尴,12
0x624C,0xDED0,扌,3
0x626A,0xDED1,扪,6
0x629F,0xDED2,抟,7
0x62BB,0xDED3,抻,8
0x62CA,0xDED4,拊,8
0x62DA,0xDED5,拚,8
0x62D7,0xDED6,拗,8
0x62EE,0xDED7,拮,9
0x6322,0xDED8,挢,9
0x62F6,0xDED9,拶,9
0x6339,0xDEDA,挹,10
0x634B,0xDEDB,捋,10
0x6343,0xDEDC,捃,10
0x63AD,0xDEDD,掭,11
0x63F6,0xDEDE,揶,11
0x6371,0xDEDF,捱,11
0x637A,0xDEE0,捺,11
0x638E,0xDEE1,掎,11
0x63B4,0xDEE2,掴,11
0x636D,0xDEE3,捭,11
0x63AC,0xDEE4,掬,11
0x638A,0xDEE5,掊,11
0x6369,0xDEE6,捩,11
0x63AE,0xDEE7,掮,11
0x63BC,0xDEE8,掼,11
0x63F2,0xDEE9,揲,12
0x63F8,0xDEEA,揸,12
0x63E0,0xDEEB,揠,12
0x63FF,0xDEEC,揿,12
0x63C4,0xDEED,揄,12
0x63DE,0xDEEE,揞,12
0x63CE,0xDEEF,揎,12
0x6452,0xDEF0,摒,12
0x63C6,0xDEF1,揆,12
0x63BE,0xDEF2,掾,12
0x6445,0xDEF3,摅,13
0x6441,0xDEF4,摁,13
0x640B,0xDEF5,搋,13
0x641B,0xDEF6,搛,13
0x6420,0xDEF7,搠,13
0x640C,0xDEF8,搌,13
0x6426,0xDEF9,搦,13
0x6421,0xDEFA,搡,13
0x645E,0xDEFB,摞,14
0x6484,0xDEFC,撄,14
0x646D,0xDEFD,摭,14
0x6496,0xDEFE,撖,14
0x647A,0xDFA1,摺,14
0x64B7,0xDFA2,撷,15
0x64B8,0xDFA3,撸,15
0x6499,0xDFA4,撙,15
0x64BA,0xDFA5,撺,15
0x64C0,0xDFA6,擀,16
0x64D0,0xDFA7,擐,16
0x64D7,0xDFA8,擗,16
0x64E4,0xDFA9,擤,17
0x64E2,0xDFAA,擢,17
0x6509,0xDFAB,攉,19
0x6525,0xDFAC,攥,23
0x652E,0xDFAD,攮,25
0x5F0B,0xDFAE,弋,3
0x5FD2,0xDFAF,忒,7
0x7519,0xDFB0,甙,8
0x5F11,0xDFB1,弑,12
0x535F,0xDFB2,卟,5
0x53F1,0xDFB3,叱,5
0x53FD,0xDFB4,叽,5
0x53E9,0xDFB5,叩,5
0x53E8,0xDFB6,叨,5
0x53FB,0xDFB7,叻,5
0x5412,0xDFB8,吒,6
0x5416,0xDFB9,吖,6
0x5406,0xDFBA,吆,6
0x544B,0xDFBB,呋,7
0x5452,0xDFBC,呒,7
0x5453,0xDFBD,呓,7
0x5454,0xDFBE,呔,7
0x5456,0xDFBF,呖,7
0x5443,0xDFC0,呃,7
0x5421,0xDFC1,吡,7
0x5457,0xDFC2,呗,7
0x5459,0xDFC3,呙,7
0x5423,0xDFC4,吣,7
0x5432,0xDFC5,吲,7
0x5482,0xDFC6,咂,8
0x5494,0xDFC7,咔,8
0x5477,0xDFC8,呷,8
0x5471,0xDFC9,呱,8
0x5464,0xDFCA,呤,8
0x549A,0xDFCB,咚,8
0x549B,0xDFCC,咛,8
0x5484,0xDFCD,咄,8
0x5476,0xDFCE,呶,8
0x5466,0xDFCF,呦,8
0x549D,0xDFD0,咝,8
0x54D0,0xDFD1,哐,9
0x54AD,0xDFD2,咭,9
0x54C2,0xDFD3,哂,9
0x54B4,0xDFD4,咴,9
0x54D2,0xDFD5,哒,9
0x54A7,0xDFD6,咧,9
0x54A6,0xDFD7,咦,9
0x54D3,0xDFD8,哓,9
0x54D4,0xDFD9,哔,9
0x5472,0xDFDA,呲,9
0x54A3,0xDFDB,咣,9
0x54D5,0xDFDC,哕,9
0x54BB,0xDFDD,咻,9
0x54BF,0xDFDE,咿,9
0x54CC,0xDFDF,哌,9
0x54D9,0xDFE0,哙,9
0x54DA,0xDFE1,哚,9
0x54DC,0xDFE2,哜,9
0x54A9,0xDFE3,咩,9
0x54AA,0xDFE4,咪,9
0x54A4,0xDFE5,咤,9
0x54DD,0xDFE6,哝,9
0x54CF,0xDFE7,哏,9
0x54DE,0xDFE8,哞,9
0x551B,0xDFE9,唛,10
0x54E7,0xDFEA,哧,10
0x5520,0xDFEB,唠,10
0x54FD,0xDFEC,哽,10
0x5514,0xDFED,唔,10
0x54F3,0xDFEE,哳,10
0x5522,0xDFEF,唢,10
0x5523,0xDFF0,唣,10
0x550F,0xDFF1,唏,10
0x5511,0xDFF2,唑,10
0x5527,0xDFF3,唧,10
0x552A,0xDFF4,唪,11
0x5567,0xDFF5,啧,11
0x558F,0xDFF6,喏,11
0x55B5,0xDFF7,喵,11
0x5549,0xDFF8,啉,11
0x556D,0xDFF9,啭,11
0x5541,0xDFFA,啁,11
0x5555,0xDFFB,啕,11
0x553F,0xDFFC,唿,11
0x5550,0xDFFD,啐,11
0x553C,0xDFFE,唼,11
0x5537,0xE0A1,唷,11
0x5556,0xE0A2,啖,11
0x5575,0xE0A3,啵,11
0x5576,0xE0A4,啶,11
0x5577,0xE0A5,啷,11
0x5533,0xE0A6,唳,11
0x5530,0xE0A7,唰,11
0x555C,0xE0A8,啜,11
0x558B,0xE0A9,喋,12
0x55D2,0xE0AA,嗒,12
0x5583,0xE0AB,喃,12
0x55B1,0xE0AC,喱,12
0x55B9,0xE0AD,喹,12
0x5588,0xE0AE,喈,12
0x5581,0xE0AF,喁,12
0x559F,0xE0B0,喟,12
0x557E,0xE0B1,啾,12
0x55D6,0xE0B2,嗖,12
0x5591,0xE0B3,喑,12
0x557B,0xE0B4,啻,12
0x55DF,0xE0B5,嗟,12
0x55BD,0xE0B6,喽,12
0x55BE,0xE0B7,喾,12
0x5594,0xE0B8,喔,12
0x5599,0xE0B9,喙,12
0x55EA,0xE0BA,嗪,13
0x55F7,0xE0BB,嗷,13
0x55C9,0xE0BC,嗉,13
0x561F,0xE0BD,嘟,13
0x55D1,0xE0BE,嗑,13
0x55EB,0xE0BF,嗫,13
0x55EC,0xE0C0,嗬,13
0x55D4,0xE0C1,嗔,13
0x55E6,0xE0C2,嗦,13
0x55DD,0xE0C3,嗝,13
0x55C4,0xE0C4,嗄,13
