unicode,gb2312,Chinese,stroke number,id
0x67D3,0xC8BE,染,9,2285
0x74E4,0xC8BF,瓤,22,2286
0x58E4,0xC8C0,壤,20,2287
0x6518,0xC8C1,攘,20,2288
0x56B7,0xC8C2,嚷,20,2289
0x8BA9,0xC8C3,让,5,2290
0x9976,0xC8C4,饶,9,2291
0x6270,0xC8C5,扰,7,2292
0x7ED5,0xC8C6,绕,9,2293
0x60F9,0xC8C7,惹,12,2294
0x70ED,0xC8C8,热,10,2295
0x58EC,0xC8C9,壬,4,2296
0x4EC1,0xC8CA,仁,4,2297
0x4EBA,0xC8CB,人,2,2298
0x5FCD,0xC8CC,忍,7,2299
0x97E7,0xC8CD,韧,7,2300
0x4EFB,0xC8CE,任,6,2301
0x8BA4,0xC8CF,认,4,2302
0x5203,0xC8D0,刃,3,2303
0x598A,0xC8D1,妊,7,2304
0x7EAB,0xC8D2,纫,6,2305
0x6254,0xC8D3,扔,5,2306
0x4ECD,0xC8D4,仍,4,2307
0x65E5,0xC8D5,日,4,2308
0x620E,0xC8D6,戎,6,2309
0x8338,0xC8D7,茸,9,2310
0x84C9,0xC8D8,蓉,13,2311
0x8363,0xC8D9,荣,9,2312
0x878D,0xC8DA,融,16,2313
0x7194,0xC8DB,熔,14,2314
0x6EB6,0xC8DC,溶,13,2315
0x5BB9,0xC8DD,容,10,2316
0x7ED2,0xC8DE,绒,9,2317
0x5197,0xC8DF,冗,4,2318
0x63C9,0xC8E0,揉,12,2319
0x67D4,0xC8E1,柔,9,2320
0x8089,0xC8E2,肉,6,2321
0x8339,0xC8E3,茹,9,2322
0x8815,0xC8E4,蠕,20,2323
0x5112,0xC8E5,儒,16,2324
0x5B7A,0xC8E6,孺,17,2325
0x5982,0xC8E7,如,6,2326
0x8FB1,0xC8E8,辱,10,2327
0x4E73,0xC8E9,乳,8,2328
0x6C5D,0xC8EA,汝,6,2329
0x5165,0xC8EB,入,2,2330
0x8925,0xC8EC,褥,15,2331
0x8F6F,0xC8ED,软,8,2332
0x962E,0xC8EE,阮,6,2333
0x854A,0xC8EF,蕊,15,2334
0x745E,0xC8F0,瑞,13,2335
0x9510,0xC8F1,锐,12,2336
0x95F0,0xC8F2,闰,7,2337
0x6DA6,0xC8F3,润,10,2338
0x82E5,0xC8F4,若,8,2339
0x5F31,0xC8F5,弱,10,2340
0x6492,0xC8F6,撒,15,2341
0x6D12,0xC8F7,洒,9,2342
0x8428,0xC8F8,萨,11,2343
0x816E,0xC8F9,腮,13,2344
0x9CC3,0xC8FA,鳃,17,2345
0x585E,0xC8FB,塞,13,2346
0x8D5B,0xC8FC,赛,14,2347
0x4E09,0xC8FD,三,3,2348
0x53C1,0xC8FE,叁,8,2349
0x4F1E,0xC9A1,伞,6,2350
0x6563,0xC9A2,散,12,2351
0x6851,0xC9A3,桑,10,2352
0x55D3,0xC9A4,嗓,13,2353
0x4E27,0xC9A5,丧,8,2354
0x6414,0xC9A6,搔,12,2355
0x9A9A,0xC9A7,骚,12,2356
0x626B,0xC9A8,扫,6,2357
0x5AC2,0xC9A9,嫂,12,2358
0x745F,0xC9AA,瑟,13,2359
0x8272,0xC9AB,色,6,2360
0x6DA9,0xC9AC,涩,10,2361
0x68EE,0xC9AD,森,12,2362
0x50E7,0xC9AE,僧,14,2363
0x838E,0xC9AF,莎,10,2364
0x7802,0xC9B0,砂,9,2365
0x6740,0xC9B1,杀,6,2366
0x5239,0xC9B2,刹,8,2367
0x6C99,0xC9B3,沙,7,2368
0x7EB1,0xC9B4,纱,7,2369
0x50BB,0xC9B5,傻,13,2370
0x5565,0xC9B6,啥,11,2371
0x715E,0xC9B7,煞,13,2372
0x7B5B,0xC9B8,筛,12,2373
0x6652,0xC9B9,晒,10,2374
0x73CA,0xC9BA,珊,9,2375
0x82EB,0xC9BB,苫,8,2376
0x6749,0xC9BC,杉,7,2377
0x5C71,0xC9BD,山,3,2378
0x5220,0xC9BE,删,7,2379
0x717D,0xC9BF,煽,14,2380
0x886B,0xC9C0,衫,8,2381
0x95EA,0xC9C1,闪,5,2382
0x9655,0xC9C2,陕,8,2383
0x64C5,0xC9C3,擅,16,2384
0x8D61,0xC9C4,赡,17,2385
0x81B3,0xC9C5,膳,16,2386
0x5584,0xC9C6,善,12,2387
0x6C55,0xC9C7,汕,6,2388
0x6247,0xC9C8,扇,10,2389
0x7F2E,0xC9C9,缮,15,2390
0x5892,0xC9CA,墒,14,2391
0x4F24,0xC9CB,伤,6,2392
0x5546,0xC9CC,商,11,2393
0x8D4F,0xC9CD,赏,12,2394
0x664C,0xC9CE,晌,10,2395
0x4E0A,0xC9CF,上,3,2396
0x5C1A,0xC9D0,尚,8,2397
0x88F3,0xC9D1,裳,14,2398
0x68A2,0xC9D2,梢,11,2399
0x634E,0xC9D3,捎,10,2400
0x7A0D,0xC9D4,稍,12,2401
0x70E7,0xC9D5,烧,10,2402
0x828D,0xC9D6,芍,6,2403
0x52FA,0xC9D7,勺,3,2404
0x97F6,0xC9D8,韶,14,2405
0x5C11,0xC9D9,少,4,2406
0x54E8,0xC9DA,哨,10,2407
0x90B5,0xC9DB,邵,7,2408
0x7ECD,0xC9DC,绍,8,2409
0x5962,0xC9DD,奢,11,2410
0x8D4A,0xC9DE,赊,11,2411
0x86C7,0xC9DF,蛇,11,2412
0x820C,0xC9E0,舌,6,2413
0x820D,0xC9E1,舍,8,2414
0x8D66,0xC9E2,赦,11,2415
0x6444,0xC9E3,摄,13,2416
0x5C04,0xC9E4,射,10,2417
0x6151,0xC9E5,慑,13,2418
0x6D89,0xC9E6,涉,10,2419
0x793E,0xC9E7,社,7,2420
0x8BBE,0xC9E8,设,6,2421
0x7837,0xC9E9,砷,10,2422
0x7533,0xC9EA,申,5,2423
0x547B,0xC9EB,呻,8,2424
0x4F38,0xC9EC,伸,7,2425
0x8EAB,0xC9ED,身,7,2426
0x6DF1,0xC9EE,深,11,2427
0x5A20,0xC9EF,娠,10,2428
0x7EC5,0xC9F0,绅,8,2429
0x795E,0xC9F1,神,9,2430
0x6C88,0xC9F2,沈,7,2431
0x5BA1,0xC9F3,审,8,2432
0x5A76,0xC9F4,婶,11,2433
0x751A,0xC9F5,甚,9,2434
0x80BE,0xC9F6,肾,8,2435
0x614E,0xC9F7,慎,13,2436
0x6E17,0xC9F8,渗,11,2437
0x58F0,0xC9F9,声,7,2438
0x751F,0xC9FA,生,5,2439
0x7525,0xC9FB,甥,12,2440
0x7272,0xC9FC,牲,9,2441
0x5347,0xC9FD,升,4,2442
0x7EF3,0xC9FE,绳,11,2443
0x7701,0xCAA1,省,9,2444
0x76DB,0xCAA2,盛,11,2445
0x5269,0xCAA3,剩,12,2446
0x80DC,0xCAA4,胜,9,2447
0x5723,0xCAA5,圣,5,2448
0x5E08,0xCAA6,师,6,2449
0x5931,0xCAA7,失,5,2450
0x72EE,0xCAA8,狮,9,2451
0x65BD,0xCAA9,施,9,2452
0x6E7F,0xCAAA,湿,12,2453
0x8BD7,0xCAAB,诗,8,2454
0x5C38,0xCAAC,尸,3,2455
0x8671,0xCAAD,虱,8,2456
0x5341,0xCAAE,十,2,2457
0x77F3,0xCAAF,石,5,2458
0x62FE,0xCAB0,拾,9,2459
0x65F6,0xCAB1,时,7,2460
0x4EC0,0xCAB2,什,4,2461
0x98DF,0xCAB3,食,9,2462
0x8680,0xCAB4,蚀,9,2463
0x5B9E,0xCAB5,实,8,2464
0x8BC6,0xCAB6,识,7,2465
0x53F2,0xCAB7,史,5,2466
0x77E2,0xCAB8,矢,5,2467
0x4F7F,0xCAB9,使,8,2468
0x5C4E,0xCABA,屎,9,2469
0x9A76,0xCABB,驶,8,2470
0x59CB,0xCABC,始,8,2471
0x5F0F,0xCABD,式,6,2472
0x793A,0xCABE,示,5,2473
0x58EB,0xCABF,士,3,2474
0x4E16,0xCAC0,世,5,2475
0x67FF,0xCAC1,柿,9,2476
0x4E8B,0xCAC2,事,8,2477
0x62ED,0xCAC3,拭,9,2478
0x8A93,0xCAC4,誓,14,2479
0x901D,0xCAC5,逝,10,2480
0x52BF,0xCAC6,势,8,2481
0x662F,0xCAC7,是,9,2482
0x55DC,0xCAC8,嗜,13,2483
0x566C,0xCAC9,噬,16,2484
0x9002,0xCACA,适,9,2485
0x4ED5,0xCACB,仕,5,2486
0x4F8D,0xCACC,侍,8,2487
0x91CA,0xCACD,释,12,2488
0x9970,0xCACE,饰,8,2489
0x6C0F,0xCACF,氏,4,2490
0x5E02,0xCAD0,市,5,2491
0x6043,0xCAD1,恃,9,2492
0x5BA4,0xCAD2,室,9,2493
0x89C6,0xCAD3,视,8,2494
0x8BD5,0xCAD4,试,8,2495
0x6536,0xCAD5,收,6,2496
0x624B,0xCAD6,手,4,2497
0x9996,0xCAD7,首,9,2498
0x5B88,0xCAD8,守,6,2499
0x5BFF,0xCAD9,寿,7,2500
0x6388,0xCADA,授,11,2501
0x552E,0xCADB,售,11,2502
0x53D7,0xCADC,受,8,2503
0x7626,0xCADD,瘦,14,2504
0x517D,0xCADE,兽,11,2505
0x852C,0xCADF,蔬,15,2506
0x67A2,0xCAE0,枢,8,2507
0x68B3,0xCAE1,梳,11,2508
0x6B8A,0xCAE2,殊,10,2509
0x6292,0xCAE3,抒,7,2510
0x8F93,0xCAE4,输,13,2511
0x53D4,0xCAE5,叔,8,2512
0x8212,0xCAE6,舒,12,2513
0x6DD1,0xCAE7,淑,11,2514
0x758F,0xCAE8,疏,12,2515
0x4E66,0xCAE9,书,4,2516
0x8D4E,0xCAEA,赎,12,2517
0x5B70,0xCAEB,孰,11,2518
0x719F,0xCAEC,熟,15,2519
0x85AF,0xCAED,薯,16,2520
0x6691,0xCAEE,暑,12,2521
0x66D9,0xCAEF,曙,17,2522
0x7F72,0xCAF0,署,13,2523
0x8700,0xCAF1,蜀,13,2524
0x9ECD,0xCAF2,黍,12,2525
0x9F20,0xCAF3,鼠,13,2526
0x5C5E,0xCAF4,属,12,2527
0x672F,0xCAF5,术,5,2528
0x8FF0,0xCAF6,述,8,2529
0x6811,0xCAF7,树,9,2530
0x675F,0xCAF8,束,7,2531
0x620D,0xCAF9,戍,6,2532
0x7AD6,0xCAFA,竖,9,2533
0x5885,0xCAFB,墅,14,2534
0x5EB6,0xCAFC,庶,11,2535
0x6570,0xCAFD,数,13,2536
0x6F31,0xCAFE,漱,14,2537
0x6055,0xCBA1,恕,10,2538
0x5237,0xCBA2,刷,8,2539
0x800D,0xCBA3,耍,9,2540
0x6454,0xCBA4,摔,14,2541
0x8870,0xCBA5,衰,10,2542
0x7529,0xCBA6,甩,5,2543
0x5E05,0xCBA7,帅,5,2544
0x6813,0xCBA8,栓,10,2545
0x62F4,0xCBA9,拴,9,2546
0x971C,0xCBAA,霜,17,2547
0x53CC,0xCBAB,双,4,2548
0x723D,0xCBAC,爽,11,2549
0x8C01,0xCBAD,谁,10,2550
0x6C34,0xCBAE,水,4,2551
0x7761,0xCBAF,睡,13,2552
0x7A0E,0xCBB0,税,12,2553
0x542E,0xCBB1,吮,7,2554
0x77AC,0xCBB2,瞬,17,2555
0x987A,0xCBB3,顺,9,2556
0x821C,0xCBB4,舜,12,2557
0x8BF4,0xCBB5,说,9,2558
0x7855,0xCBB6,硕,11,2559
0x6714,0xCBB7,朔,10,2560
0x70C1,0xCBB8,烁,9,2561
0x65AF,0xCBB9,斯,12,2562
0x6495,0xCBBA,撕,15,2563
0x5636,0xCBBB,嘶,15,2564
0x601D,0xCBBC,思,9,2565
0x79C1,0xCBBD,私,7,2566
0x53F8,0xCBBE,司,5,2567
0x4E1D,0xCBBF,丝,5,2568
0x6B7B,0xCBC0,死,6,2569
0x8086,0xCBC1,肆,13,2570
0x5BFA,0xCBC2,寺,6,2571
0x55E3,0xCBC3,嗣,13,2572
0x56DB,0xCBC4,四,5,2573
0x4F3A,0xCBC5,伺,7,2574
0x4F3C,0xCBC6,似,6,2575
0x9972,0xCBC7,饲,8,2576
0x5DF3,0xCBC8,巳,3,2577
0x677E,0xCBC9,松,8,2578
0x8038,0xCBCA,耸,10,2579
0x6002,0xCBCB,怂,8,2580
0x9882,0xCBCC,颂,10,2581
0x9001,0xCBCD,送,9,2582
0x5B8B,0xCBCE,宋,7,2583
0x8BBC,0xCBCF,讼,6,2584
0x8BF5,0xCBD0,诵,9,2585
0x641C,0xCBD1,搜,12,2586
0x8258,0xCBD2,艘,15,2587
0x64DE,0xCBD3,擞,16,2588
0x55FD,0xCBD4,嗽,14,2589
0x82CF,0xCBD5,苏,7,2590
0x9165,0xCBD6,酥,12,2591
0x4FD7,0xCBD7,俗,9,2592
0x7D20,0xCBD8,素,10,2593
0x901F,0xCBD9,速,10,2594
0x7C9F,0xCBDA,粟,12,2595
0x50F3,0xCBDB,僳,14,2596
0x5851,0xCBDC,塑,13,2597
0x6EAF,0xCBDD,溯,13,2598
0x5BBF,0xCBDE,宿,11,2599
0x8BC9,0xCBDF,诉,7,2600
0x8083,0xCBE0,肃,8,2601
0x9178,0xCBE1,酸,14,2602
0x849C,0xCBE2,蒜,13,2603
0x7B97,0xCBE3,算,14,2604
0x867D,0xCBE4,虽,9,2605
0x968B,0xCBE5,隋,11,2606
0x968F,0xCBE6,随,11,2607
0x7EE5,0xCBE7,绥,10,2608
0x9AD3,0xCBE8,髓,21,2609
0x788E,0xCBE9,碎,13,2610
0x5C81,0xCBEA,岁,6,2611
0x7A57,0xCBEB,穗,17,2612
0x9042,0xCBEC,遂,12,2613
0x96A7,0xCBED,隧,14,2614
0x795F,0xCBEE,祟,10,2615
0x5B59,0xCBEF,孙,6,2616
0x635F,0xCBF0,损,10,2617
0x7B0B,0xCBF1,笋,10,2618
0x84D1,0xCBF2,蓑,13,2619
0x68AD,0xCBF3,梭,11,2620
0x5506,0xCBF4,唆,10,2621
0x7F29,0xCBF5,缩,14,2622
0x7410,0xCBF6,琐,11,2623
0x7D22,0xCBF7,索,10,2624
0x9501,0xCBF8,锁,12,2625
0x6240,0xCBF9,所,8,2626
0x584C,0xCBFA,塌,13,2627
0x4ED6,0xCBFB,他,5,2628
0x5B83,0xCBFC,它,5,2629
0x5979,0xCBFD,她,6,2630
0x5854,0xCBFE,塔,12,2631
0x736D,0xCCA1,獭,16,2632
0x631E,0xCCA2,挞,9,2633
0x8E4B,0xCCA3,蹋,17,2634
0x8E0F,0xCCA4,踏,15,2635
0x80CE,0xCCA5,胎,9,2636
0x82D4,0xCCA6,苔,8,2637
0x62AC,0xCCA7,抬,8,2638
0x53F0,0xCCA8,台,5,2639
0x6CF0,0xCCA9,泰,10,2640
0x915E,0xCCAA,酞,11,2641
0x592A,0xCCAB,太,4,2642
0x6001,0xCCAC,态,8,2643
0x6C70,0xCCAD,汰,7,2644
0x574D,0xCCAE,坍,7,2645
0x644A,0xCCAF,摊,13,2646
0x8D2A,0xCCB0,贪,8,2647
0x762B,0xCCB1,瘫,15,2648
0x6EE9,0xCCB2,滩,13,2649
0x575B,0xCCB3,坛,7,2650
0x6A80,0xCCB4,檀,17,2651
0x75F0,0xCCB5,痰,13,2652
0x6F6D,0xCCB6,潭,15,2653
0x8C2D,0xCCB7,谭,14,2654
0x8C08,0xCCB8,谈,10,2655
0x5766,0xCCB9,坦,8,2656
0x6BEF,0xCCBA,毯,12,2657
0x8892,0xCCBB,袒,10,2658
0x78B3,0xCCBC,碳,14,2659
0x63A2,0xCCBD,探,11,2660
0x53F9,0xCCBE,叹,5,2661
0x70AD,0xCCBF,炭,9,2662
0x6C64,0xCCC0,汤,6,2663
0x5858,0xCCC1,塘,13,2664
0x642A,0xCCC2,搪,13,2665
0x5802,0xCCC3,堂,11,2666
0x68E0,0xCCC4,棠,12,2667
0x819B,0xCCC5,膛,15,2668
0x5510,0xCCC6,唐,10,2669
0x7CD6,0xCCC7,糖,16,2670
0x5018,0xCCC8,倘,10,2671
0x8EBA,0xCCC9,躺,15,2672
0x6DCC,0xCCCA,淌,11,2673
0x8D9F,0xCCCB,趟,15,2674
0x70EB,0xCCCC,烫,10,2675
0x638F,0xCCCD,掏,11,2676
0x6D9B,0xCCCE,涛,10,2677
0x6ED4,0xCCCF,滔,13,2678
0x7EE6,0xCCD0,绦,10,2679
0x8404,0xCCD1,萄,11,2680
0x6843,0xCCD2,桃,10,2681
0x9003,0xCCD3,逃,9,2682
0x6DD8,0xCCD4,淘,11,2683
0x9676,0xCCD5,陶,10,2684
0x8BA8,0xCCD6,讨,5,2685
0x5957,0xCCD7,套,10,2686
0x7279,0xCCD8,特,10,2687
0x85E4,0xCCD9,藤,18,2688
0x817E,0xCCDA,腾,13,2689
0x75BC,0xCCDB,疼,10,2690
0x8A8A,0xCCDC,誊,13,2691
0x68AF,0xCCDD,梯,11,2692
0x5254,0xCCDE,剔,10,2693
0x8E22,0xCCDF,踢,15,2694
0x9511,0xCCE0,锑,12,2695
0x63D0,0xCCE1,提,12,2696
0x9898,0xCCE2,题,15,2697
0x8E44,0xCCE3,蹄,16,2698
0x557C,0xCCE4,啼,12,2699
0x4F53,0xCCE5,体,7,2700
0x66FF,0xCCE6,替,12,2701
0x568F,0xCCE7,嚏,17,2702
0x60D5,0xCCE8,惕,11,2703
0x6D95,0xCCE9,涕,10,2704
0x5243,0xCCEA,剃,9,2705
0x5C49,0xCCEB,屉,8,2706
0x5929,0xCCEC,天,4,2707
0x6DFB,0xCCED,添,11,2708
0x586B,0xCCEE,填,13,2709
0x7530,0xCCEF,田,5,2710
0x751C,0xCCF0,甜,11,2711
0x606C,0xCCF1,恬,9,2712
0x8214,0xCCF2,舔,14,2713
0x8146,0xCCF3,腆,12,2714
0x6311,0xCCF4,挑,9,2715
0x6761,0xCCF5,条,7,2716
0x8FE2,0xCCF6,迢,8,2717
0x773A,0xCCF7,眺,11,2718
0x8DF3,0xCCF8,跳,13,2719
0x8D34,0xCCF9,贴,9,2720
0x94C1,0xCCFA,铁,10,2721
0x5E16,0xCCFB,帖,8,2722
0x5385,0xCCFC,厅,4,2723
0x542C,0xCCFD,听,7,2724
0x70C3,0xCCFE,烃,9,2725
0x6C40,0xCDA1,汀,5,2726
0x5EF7,0xCDA2,廷,6,2727
0x505C,0xCDA3,停,11,2728
0x4EAD,0xCDA4,亭,9,2729
0x5EAD,0xCDA5,庭,9,2730
0x633A,0xCDA6,挺,9,2731
0x8247,0xCDA7,艇,12,2732
0x901A,0xCDA8,通,10,2733
0x6850,0xCDA9,桐,10,2734
0x916E,0xCDAA,酮,13,2735
0x77B3,0xCDAB,瞳,17,2736
0x540C,0xCDAC,同,6,2737
0x94DC,0xCDAD,铜,11,2738
0x5F64,0xCDAE,彤,7,2739
0x7AE5,0xCDAF,童,12,2740
0x6876,0xCDB0,桶,11,2741
0x6345,0xCDB1,捅,10,2742
0x7B52,0xCDB2,筒,12,2743
0x7EDF,0xCDB3,统,9,2744
0x75DB,0xCDB4,痛,12,2745
0x5077,0xCDB5,偷,11,2746
0x6295,0xCDB6,投,7,2747
0x5934,0xCDB7,头,5,2748
0x900F,0xCDB8,透,10,2749
0x51F8,0xCDB9,凸,5,2750
0x79C3,0xCDBA,秃,7,2751
0x7A81,0xCDBB,突,9,2752
0x56FE,0xCDBC,图,8,2753
0x5F92,0xCDBD,徒,10,2754
0x9014,0xCDBE,途,10,2755
0x6D82,0xCDBF,涂,10,2756
0x5C60,0xCDC0,屠,11,2757
0x571F,0xCDC1,土,3,2758
0x5410,0xCDC2,吐,6,2759
0x5154,0xCDC3,兔,8,2760
0x6E4D,0xCDC4,湍,12,2761
0x56E2,0xCDC5,团,6,2762
0x63A8,0xCDC6,推,11,2763
0x9893,0xCDC7,颓,13,2764
0x817F,0xCDC8,腿,13,2765
0x8715,0xCDC9,蜕,13,2766
0x892A,0xCDCA,褪,14,2767
0x9000,0xCDCB,退,9,2768
0x541E,0xCDCC,吞,7,2769
0x5C6F,0xCDCD,屯,4,2770
0x81C0,0xCDCE,臀,17,2771
0x62D6,0xCDCF,拖,8,2772
0x6258,0xCDD0,托,6,2773
0x8131,0xCDD1,脱,11,2774
0x9E35,0xCDD2,鸵,10,2775
0x9640,0xCDD3,陀,7,2776
0x9A6E,0xCDD4,驮,6,2777
0x9A7C,0xCDD5,驼,8,2778
0x692D,0xCDD6,椭,12,2779
0x59A5,0xCDD7,妥,7,2780
0x62D3,0xCDD8,拓,8,2781
0x553E,0xCDD9,唾,12,2782
0x6316,0xCDDA,挖,9,2783
0x54C7,0xCDDB,哇,9,2784
0x86D9,0xCDDC,蛙,12,2785
0x6D3C,0xCDDD,洼,9,2786
0x5A03,0xCDDE,娃,9,2787
0x74E6,0xCDDF,瓦,4,2788
0x889C,0xCDE0,袜,10,2789
0x6B6A,0xCDE1,歪,9,2790
0x5916,0xCDE2,外,5,2791
0x8C4C,0xCDE3,豌,15,2792
0x5F2F,0xCDE4,弯,9,2793
0x6E7E,0xCDE5,湾,12,2794
0x73A9,0xCDE6,玩,8,2795
0x987D,0xCDE7,顽,10,2796
0x4E38,0xCDE8,丸,3,2797
0x70F7,0xCDE9,烷,11,2798
0x5B8C,0xCDEA,完,7,2799
0x7897,0xCDEB,碗,13,2800
0x633D,0xCDEC,挽,10,2801
0x665A,0xCDED,晚,11,2802
0x7696,0xCDEE,皖,12,2803
0x60CB,0xCDEF,惋,11,2804
0x5B9B,0xCDF0,宛,8,2805
0x5A49,0xCDF1,婉,11,2806
0x4E07,0xCDF2,万,3,2807
0x8155,0xCDF3,腕,12,2808
0x6C6A,0xCDF4,汪,7,2809
0x738B,0xCDF5,王,4,2810
0x4EA1,0xCDF6,亡,3,2811
0x6789,0xCDF7,枉,8,2812
0x7F51,0xCDF8,网,6,2813
0x5F80,0xCDF9,往,8,2814
0x65FA,0xCDFA,旺,8,2815
0x671B,0xCDFB,望,11,2816
0x5FD8,0xCDFC,忘,7,2817
0x5984,0xCDFD,妄,6,2818
0x5A01,0xCDFE,威,9,2819
0x5DCD,0xCEA1,巍,20,2820
0x5FAE,0xCEA2,微,13,2821
0x5371,0xCEA3,危,6,2822
0x97E6,0xCEA4,韦,4,2823
0x8FDD,0xCEA5,违,7,2824
0x6845,0xCEA6,桅,10,2825
0x56F4,0xCEA7,围,7,2826
0x552F,0xCEA8,唯,11,2827
0x60DF,0xCEA9,惟,11,2828
0x4E3A,0xCEAA,为,4,2829
0x6F4D,0xCEAB,潍,14,2830
0x7EF4,0xCEAC,维,11,2831
0x82C7,0xCEAD,苇,7,2832
0x840E,0xCEAE,萎,11,2833
0x59D4,0xCEAF,委,8,2834
0x4F1F,0xCEB0,伟,6,2835
0x4F2A,0xCEB1,伪,6,2836
0x5C3E,0xCEB2,尾,7,2837
0x7EAC,0xCEB3,纬,7,2838
0x672A,0xCEB4,未,5,2839
0x851A,0xCEB5,蔚,14,2840
0x5473,0xCEB6,味,8,2841
0x754F,0xCEB7,畏,9,2842
0x80C3,0xCEB8,胃,9,2843
0x5582,0xCEB9,喂,12,2844
0x9B4F,0xCEBA,魏,17,2845
0x4F4D,0xCEBB,位,7,2846
0x6E2D,0xCEBC,渭,12,2847
0x8C13,0xCEBD,谓,11,2848
0x5C09,0xCEBE,尉,11,2849
0x6170,0xCEBF,慰,15,2850
0x536B,0xCEC0,卫,3,2851
0x761F,0xCEC1,瘟,14,2852
0x6E29,0xCEC2,温,12,2853
0x868A,0xCEC3,蚊,10,2854
0x6587,0xCEC4,文,4,2855
0x95FB,0xCEC5,闻,9,2856
0x7EB9,0xCEC6,纹,7,2857
0x543B,0xCEC7,吻,7,2858
0x7A33,0xCEC8,稳,14,2859
0x7D0A,0xCEC9,紊,10,2860
0x95EE,0xCECA,问,6,2861
0x55E1,0xCECB,嗡,13,2862
0x7FC1,0xCECC,翁,10,2863
0x74EE,0xCECD,瓮,8,2864
0x631D,0xCECE,挝,9,2865
0x8717,0xCECF,蜗,13,2866
0x6DA1,0xCED0,涡,10,2867
0x7A9D,0xCED1,窝,12,2868
0x6211,0xCED2,我,7,2869
0x65A1,0xCED3,斡,14,2870
0x5367,0xCED4,卧,8,2871
0x63E1,0xCED5,握,12,2872
0x6C83,0xCED6,沃,7,2873
0x5DEB,0xCED7,巫,7,2874
0x545C,0xCED8,呜,7,2875
0x94A8,0xCED9,钨,9,2876
0x4E4C,0xCEDA,乌,4,2877
0x6C61,0xCEDB,污,6,2878
0x8BEC,0xCEDC,诬,9,2879
0x5C4B,0xCEDD,屋,9,2880
0x65E0,0xCEDE,无,4,2881
0x829C,0xCEDF,芜,7,2882
0x68A7,0xCEE0,梧,11,2883
0x543E,0xCEE1,吾,7,2884
0x5434,0xCEE2,吴,7,2885
0x6BCB,0xCEE3,毋,4,2886
0x6B66,0xCEE4,武,8,2887
0x4E94,0xCEE5,五,4,2888
0x6342,0xCEE6,捂,10,2889
0x5348,0xCEE7,午,4,2890
0x821E,0xCEE8,舞,14,2891
0x4F0D,0xCEE9,伍,6,2892
0x4FAE,0xCEEA,侮,9,2893
0x575E,0xCEEB,坞,7,2894
0x620A,0xCEEC,戊,5,2895
0x96FE,0xCEED,雾,13,2896
0x6664,0xCEEE,晤,11,2897
0x7269,0xCEEF,物,8,2898
0x52FF,0xCEF0,勿,4,2899
0x52A1,0xCEF1,务,5,2900
0x609F,0xCEF2,悟,10,2901
0x8BEF,0xCEF3,误,9,2902
0x6614,0xCEF4,昔,8,2903
0x7199,0xCEF5,熙,14,2904
0x6790,0xCEF6,析,8,2905
0x897F,0xCEF7,西,6,2906
0x7852,0xCEF8,硒,11,2907
0x77FD,0xCEF9,矽,8,2908
0x6670,0xCEFA,晰,12,2909
0x563B,0xCEFB,嘻,15,2910
0x5438,0xCEFC,吸,6,2911
0x9521,0xCEFD,锡,13,2912
0x727A,0xCEFE,牺,10,2913
0x7A00,0xCFA1,稀,12,2914
0x606F,0xCFA2,息,10,2915
0x5E0C,0xCFA3,希,7,2916
0x6089,0xCFA4,悉,11,2917
0x819D,0xCFA5,膝,15,2918
0x5915,0xCFA6,夕,3,2919
0x60DC,0xCFA7,惜,11,2920
0x7184,0xCFA8,熄,14,2921
0x70EF,0xCFA9,烯,11,2922
0x6EAA,0xCFAA,溪,13,2923
0x6C50,0xCFAB,汐,6,2924
0x7280,0xCFAC,犀,12,2925
0x6A84,0xCFAD,檄,17,2926
0x88AD,0xCFAE,袭,11,2927
0x5E2D,0xCFAF,席,10,2928
0x4E60,0xCFB0,习,3,2929
0x5AB3,0xCFB1,媳,13,2930
0x559C,0xCFB2,喜,12,2931
0x94E3,0xCFB3,铣,11,2932
0x6D17,0xCFB4,洗,9,2933
0x7CFB,0xCFB5,系,7,2934
0x9699,0xCFB6,隙,12,2935
0x620F,0xCFB7,戏,6,2936
0x7EC6,0xCFB8,细,8,2937
0x778E,0xCFB9,瞎,15,2938
0x867E,0xCFBA,虾,9,2939
0x5323,0xCFBB,匣,7,2940
0x971E,0xCFBC,霞,17,2941
0x8F96,0xCFBD,辖,14,2942
0x6687,0xCFBE,暇,13,2943
0x5CE1,0xCFBF,峡,9,2944
0x4FA0,0xCFC0,侠,8,2945
0x72ED,0xCFC1,狭,9,2946
0x4E0B,0xCFC2,下,3,2947
0x53A6,0xCFC3,厦,12,2948
0x590F,0xCFC4,夏,10,2949
0x5413,0xCFC5,吓,6,2950
0x6380,0xCFC6,掀,11,2951
0x9528,0xCFC7,锨,13,2952
0x5148,0xCFC8,先,6,2953
0x4ED9,0xCFC9,仙,5,2954
0x9C9C,0xCFCA,鲜,14,2955
0x7EA4,0xCFCB,纤,6,2956
0x54B8,0xCFCC,咸,9,2957
0x8D24,0xCFCD,贤,8,2958
0x8854,0xCFCE,衔,11,2959
0x8237,0xCFCF,舷,11,2960
0x95F2,0xCFD0,闲,7,2961
0x6D8E,0xCFD1,涎,9,2962
0x5F26,0xCFD2,弦,8,2963
0x5ACC,0xCFD3,嫌,13,2964
